algo_name,hyperparameter_name,hyperparameter_value_exp,avg_reward
ERWA $\epsilon$-greedy,epsilon,0,0.012310918
ERWA $\epsilon$-greedy,epsilon,0,1.8140106
ERWA $\epsilon$-greedy,epsilon,0,3.048958
ERWA $\epsilon$-greedy,epsilon,0,-0.11471156
ERWA $\epsilon$-greedy,epsilon,0,0.39871368
ERWA $\epsilon$-greedy,epsilon,0,-1.8677019
ERWA $\epsilon$-greedy,epsilon,0,0.064004265
ERWA $\epsilon$-greedy,epsilon,0,0.376062
ERWA $\epsilon$-greedy,epsilon,0,0.6813983
ERWA $\epsilon$-greedy,epsilon,0,-1.5132309
ERWA $\epsilon$-greedy,epsilon,0,1.5036895
ERWA $\epsilon$-greedy,epsilon,0,1.3638706
ERWA $\epsilon$-greedy,epsilon,0,-0.6440683
ERWA $\epsilon$-greedy,epsilon,0,-0.5190721
ERWA $\epsilon$-greedy,epsilon,0,0.5017705
ERWA $\epsilon$-greedy,epsilon,0,0.32664716
ERWA $\epsilon$-greedy,epsilon,0,-0.16854239
ERWA $\epsilon$-greedy,epsilon,0,-2.4681764
ERWA $\epsilon$-greedy,epsilon,0,2.512518
ERWA $\epsilon$-greedy,epsilon,0,-0.06583797
ERWA $\epsilon$-greedy,epsilon,0,1.2074988
ERWA $\epsilon$-greedy,epsilon,0,-0.022373429
ERWA $\epsilon$-greedy,epsilon,0,1.6200644
ERWA $\epsilon$-greedy,epsilon,0,1.1250093
ERWA $\epsilon$-greedy,epsilon,0,0.7233211
ERWA $\epsilon$-greedy,epsilon,0,0.32666385
ERWA $\epsilon$-greedy,epsilon,0,0.9558691
ERWA $\epsilon$-greedy,epsilon,0,0.93680924
ERWA $\epsilon$-greedy,epsilon,0,0.5735119
ERWA $\epsilon$-greedy,epsilon,0,-0.17524248
ERWA $\epsilon$-greedy,epsilon,0,-0.296591
ERWA $\epsilon$-greedy,epsilon,0,-0.31142464
ERWA $\epsilon$-greedy,epsilon,0,-1.1104954
ERWA $\epsilon$-greedy,epsilon,0,-1.5841998
ERWA $\epsilon$-greedy,epsilon,0,-0.3347194
ERWA $\epsilon$-greedy,epsilon,0,1.1536103
ERWA $\epsilon$-greedy,epsilon,0,-3.2009234
ERWA $\epsilon$-greedy,epsilon,0,0.90983564
ERWA $\epsilon$-greedy,epsilon,0,-0.09375867
ERWA $\epsilon$-greedy,epsilon,0,0.17878126
ERWA $\epsilon$-greedy,epsilon,0,-1.7787119
ERWA $\epsilon$-greedy,epsilon,0,0.80257946
ERWA $\epsilon$-greedy,epsilon,0,0.35804302
ERWA $\epsilon$-greedy,epsilon,0,2.8279207
ERWA $\epsilon$-greedy,epsilon,0,-1.3682011
ERWA $\epsilon$-greedy,epsilon,0,-0.6854388
ERWA $\epsilon$-greedy,epsilon,0,-0.98234993
ERWA $\epsilon$-greedy,epsilon,0,-0.117876686
ERWA $\epsilon$-greedy,epsilon,0,-1.24129
ERWA $\epsilon$-greedy,epsilon,0,-0.28084555
ERWA $\epsilon$-greedy,epsilon,0,-0.78651565
ERWA $\epsilon$-greedy,epsilon,0,-1.4472827
ERWA $\epsilon$-greedy,epsilon,0,-1.5300398
ERWA $\epsilon$-greedy,epsilon,0,0.12142764
ERWA $\epsilon$-greedy,epsilon,0,2.2363806
ERWA $\epsilon$-greedy,epsilon,0,-1.0290028
ERWA $\epsilon$-greedy,epsilon,0,0.8265158
ERWA $\epsilon$-greedy,epsilon,0,-0.14003976
ERWA $\epsilon$-greedy,epsilon,0,-1.1681451
ERWA $\epsilon$-greedy,epsilon,0,1.2541666
ERWA $\epsilon$-greedy,epsilon,0,0.32041183
ERWA $\epsilon$-greedy,epsilon,0,0.16544351
ERWA $\epsilon$-greedy,epsilon,0,-0.3578018
ERWA $\epsilon$-greedy,epsilon,0,-1.4091856
ERWA $\epsilon$-greedy,epsilon,0,-0.5479525
ERWA $\epsilon$-greedy,epsilon,0,-0.81224954
ERWA $\epsilon$-greedy,epsilon,0,-1.6593337
ERWA $\epsilon$-greedy,epsilon,0,0.54368895
ERWA $\epsilon$-greedy,epsilon,0,-0.27806953
ERWA $\epsilon$-greedy,epsilon,0,-0.47621304
ERWA $\epsilon$-greedy,epsilon,0,0.12701394
ERWA $\epsilon$-greedy,epsilon,0,0.9177232
ERWA $\epsilon$-greedy,epsilon,0,-1.3318546
ERWA $\epsilon$-greedy,epsilon,0,-0.10366865
ERWA $\epsilon$-greedy,epsilon,0,-0.5493184
ERWA $\epsilon$-greedy,epsilon,0,-1.0400141
ERWA $\epsilon$-greedy,epsilon,0,-0.15196994
ERWA $\epsilon$-greedy,epsilon,0,1.0811191
ERWA $\epsilon$-greedy,epsilon,0,-1.0963322
ERWA $\epsilon$-greedy,epsilon,0,1.1521786
ERWA $\epsilon$-greedy,epsilon,0,-0.947815
ERWA $\epsilon$-greedy,epsilon,0,0.15513332
ERWA $\epsilon$-greedy,epsilon,0,1.0974602
ERWA $\epsilon$-greedy,epsilon,0,0.9780523
ERWA $\epsilon$-greedy,epsilon,0,0.7912153
ERWA $\epsilon$-greedy,epsilon,0,-0.2999317
ERWA $\epsilon$-greedy,epsilon,0,-0.20107886
ERWA $\epsilon$-greedy,epsilon,0,0.78256595
ERWA $\epsilon$-greedy,epsilon,0,1.244537
ERWA $\epsilon$-greedy,epsilon,0,-1.186789
ERWA $\epsilon$-greedy,epsilon,0,-0.3065656
ERWA $\epsilon$-greedy,epsilon,0,0.9398712
ERWA $\epsilon$-greedy,epsilon,0,-0.8094081
ERWA $\epsilon$-greedy,epsilon,0,0.6240456
ERWA $\epsilon$-greedy,epsilon,0,-0.315994
ERWA $\epsilon$-greedy,epsilon,0,-2.0791419
ERWA $\epsilon$-greedy,epsilon,0,-0.21514313
ERWA $\epsilon$-greedy,epsilon,0,-0.22203106
ERWA $\epsilon$-greedy,epsilon,0,-0.93191075
ERWA $\epsilon$-greedy,epsilon,0,0.12736985
ERWA $\epsilon$-greedy,epsilon,0,0.17704292
ERWA $\epsilon$-greedy,epsilon,0,2.2651422
ERWA $\epsilon$-greedy,epsilon,0,-0.77397007
ERWA $\epsilon$-greedy,epsilon,0,1.3530937
ERWA $\epsilon$-greedy,epsilon,0,-2.873425
ERWA $\epsilon$-greedy,epsilon,0,-0.33829546
ERWA $\epsilon$-greedy,epsilon,0,0.2402567
ERWA $\epsilon$-greedy,epsilon,0,1.1863528
ERWA $\epsilon$-greedy,epsilon,0,-0.2833379
ERWA $\epsilon$-greedy,epsilon,0,-0.1956693
ERWA $\epsilon$-greedy,epsilon,0,-0.45848075
ERWA $\epsilon$-greedy,epsilon,0,1.4186481
ERWA $\epsilon$-greedy,epsilon,0,0.5775918
ERWA $\epsilon$-greedy,epsilon,0,0.6450036
ERWA $\epsilon$-greedy,epsilon,0,-0.2922108
ERWA $\epsilon$-greedy,epsilon,0,-0.46608004
ERWA $\epsilon$-greedy,epsilon,0,-0.23397885
ERWA $\epsilon$-greedy,epsilon,0,-1.9384675
ERWA $\epsilon$-greedy,epsilon,0,1.6150453
ERWA $\epsilon$-greedy,epsilon,0,-0.29993522
ERWA $\epsilon$-greedy,epsilon,0,-1.1685064
ERWA $\epsilon$-greedy,epsilon,0,-0.9575866
ERWA $\epsilon$-greedy,epsilon,0,1.7173662
ERWA $\epsilon$-greedy,epsilon,0,-1.3911884
ERWA $\epsilon$-greedy,epsilon,0,3.2156262
ERWA $\epsilon$-greedy,epsilon,0,-2.0097299
ERWA $\epsilon$-greedy,epsilon,0,-1.0916854
ERWA $\epsilon$-greedy,epsilon,0,1.0678008
ERWA $\epsilon$-greedy,epsilon,0,-1.7219763
ERWA $\epsilon$-greedy,epsilon,0,0.23415941
ERWA $\epsilon$-greedy,epsilon,0,-0.3326205
ERWA $\epsilon$-greedy,epsilon,0,-0.22685102
ERWA $\epsilon$-greedy,epsilon,0,-1.6841825
ERWA $\epsilon$-greedy,epsilon,0,0.24301161
ERWA $\epsilon$-greedy,epsilon,0,0.9750091
ERWA $\epsilon$-greedy,epsilon,0,0.3471758
ERWA $\epsilon$-greedy,epsilon,0,-2.242867
ERWA $\epsilon$-greedy,epsilon,0,-2.6737013
ERWA $\epsilon$-greedy,epsilon,0,-0.5501554
ERWA $\epsilon$-greedy,epsilon,0,-1.4957373
ERWA $\epsilon$-greedy,epsilon,0,1.7704587
ERWA $\epsilon$-greedy,epsilon,0,-0.8653588
ERWA $\epsilon$-greedy,epsilon,0,-1.7658015
ERWA $\epsilon$-greedy,epsilon,0,0.41552258
ERWA $\epsilon$-greedy,epsilon,0,1.7857015
ERWA $\epsilon$-greedy,epsilon,0,0.20829308
ERWA $\epsilon$-greedy,epsilon,0,1.2298468
ERWA $\epsilon$-greedy,epsilon,0,0.3550614
ERWA $\epsilon$-greedy,epsilon,0,-0.7820583
ERWA $\epsilon$-greedy,epsilon,0,-1.1691053
ERWA $\epsilon$-greedy,epsilon,0,1.2024703
ERWA $\epsilon$-greedy,epsilon,0,-1.0030898
ERWA $\epsilon$-greedy,epsilon,0,1.152505
ERWA $\epsilon$-greedy,epsilon,0,0.20159969
ERWA $\epsilon$-greedy,epsilon,0,0.7465944
ERWA $\epsilon$-greedy,epsilon,0,1.7247417
ERWA $\epsilon$-greedy,epsilon,0,0.48225376
ERWA $\epsilon$-greedy,epsilon,0,-0.085297786
ERWA $\epsilon$-greedy,epsilon,0,1.4521712
ERWA $\epsilon$-greedy,epsilon,0,0.818937
ERWA $\epsilon$-greedy,epsilon,0,0.3930135
ERWA $\epsilon$-greedy,epsilon,0,-0.32876882
ERWA $\epsilon$-greedy,epsilon,0,0.6147118
ERWA $\epsilon$-greedy,epsilon,0,-1.5892143
ERWA $\epsilon$-greedy,epsilon,0,-0.4916149
ERWA $\epsilon$-greedy,epsilon,0,1.1654665
ERWA $\epsilon$-greedy,epsilon,0,2.1988068
ERWA $\epsilon$-greedy,epsilon,0,-1.4547375
ERWA $\epsilon$-greedy,epsilon,0,0.30998534
ERWA $\epsilon$-greedy,epsilon,0,1.2437812
ERWA $\epsilon$-greedy,epsilon,0,-0.06467078
ERWA $\epsilon$-greedy,epsilon,0,0.5625233
ERWA $\epsilon$-greedy,epsilon,0,-0.38470834
ERWA $\epsilon$-greedy,epsilon,0,1.3665786
ERWA $\epsilon$-greedy,epsilon,0,-0.26091003
ERWA $\epsilon$-greedy,epsilon,0,-0.18237023
ERWA $\epsilon$-greedy,epsilon,0,-1.3260467
ERWA $\epsilon$-greedy,epsilon,0,-2.3743067
ERWA $\epsilon$-greedy,epsilon,0,0.0355783
ERWA $\epsilon$-greedy,epsilon,0,0.9859386
ERWA $\epsilon$-greedy,epsilon,0,-1.4931731
ERWA $\epsilon$-greedy,epsilon,0,0.34646115
ERWA $\epsilon$-greedy,epsilon,0,0.12944272
ERWA $\epsilon$-greedy,epsilon,0,-0.053397853
ERWA $\epsilon$-greedy,epsilon,0,-0.92636085
ERWA $\epsilon$-greedy,epsilon,0,0.5351021
ERWA $\epsilon$-greedy,epsilon,0,2.0949435
ERWA $\epsilon$-greedy,epsilon,0,-1.237054
ERWA $\epsilon$-greedy,epsilon,0,-2.098092
ERWA $\epsilon$-greedy,epsilon,0,0.6883953
ERWA $\epsilon$-greedy,epsilon,0,-1.1546669
ERWA $\epsilon$-greedy,epsilon,0,1.7639244
ERWA $\epsilon$-greedy,epsilon,0,-0.42894477
ERWA $\epsilon$-greedy,epsilon,0,2.35023
ERWA $\epsilon$-greedy,epsilon,0,-1.104257
ERWA $\epsilon$-greedy,epsilon,0,1.3319668
ERWA $\epsilon$-greedy,epsilon,0,1.9552737
ERWA $\epsilon$-greedy,epsilon,0,0.16996318
ERWA $\epsilon$-greedy,epsilon,0,-0.02700896
ERWA $\epsilon$-greedy,epsilon,0,0.62141937
ERWA $\epsilon$-greedy,epsilon,0,-0.08988845
ERWA $\epsilon$-greedy,epsilon,0,-1.1353911
ERWA $\epsilon$-greedy,epsilon,0,-0.3804453
ERWA $\epsilon$-greedy,epsilon,0,1.5241446
ERWA $\epsilon$-greedy,epsilon,0,0.061936315
ERWA $\epsilon$-greedy,epsilon,0,-0.38288116
ERWA $\epsilon$-greedy,epsilon,0,0.78051275
ERWA $\epsilon$-greedy,epsilon,0,-1.664324
ERWA $\epsilon$-greedy,epsilon,0,0.8943752
ERWA $\epsilon$-greedy,epsilon,0,0.27036947
ERWA $\epsilon$-greedy,epsilon,0,-1.4595778
ERWA $\epsilon$-greedy,epsilon,0,0.16321433
ERWA $\epsilon$-greedy,epsilon,0,-1.363758
ERWA $\epsilon$-greedy,epsilon,0,-0.05995728
ERWA $\epsilon$-greedy,epsilon,0,0.69822955
ERWA $\epsilon$-greedy,epsilon,0,-1.1351272
ERWA $\epsilon$-greedy,epsilon,0,-0.29687336
ERWA $\epsilon$-greedy,epsilon,0,0.25349313
ERWA $\epsilon$-greedy,epsilon,0,0.5571571
ERWA $\epsilon$-greedy,epsilon,0,-0.38704583
ERWA $\epsilon$-greedy,epsilon,0,-1.0139657
ERWA $\epsilon$-greedy,epsilon,0,0.7398247
ERWA $\epsilon$-greedy,epsilon,0,-0.9603697
ERWA $\epsilon$-greedy,epsilon,0,-0.996831
ERWA $\epsilon$-greedy,epsilon,0,-2.0240853
ERWA $\epsilon$-greedy,epsilon,0,-1.0587934
ERWA $\epsilon$-greedy,epsilon,0,-1.8053756
ERWA $\epsilon$-greedy,epsilon,0,-0.45380118
ERWA $\epsilon$-greedy,epsilon,0,0.8011057
ERWA $\epsilon$-greedy,epsilon,0,0.5481234
ERWA $\epsilon$-greedy,epsilon,0,0.9889571
ERWA $\epsilon$-greedy,epsilon,0,1.0126708
ERWA $\epsilon$-greedy,epsilon,0,0.60339797
ERWA $\epsilon$-greedy,epsilon,0,-0.56180173
ERWA $\epsilon$-greedy,epsilon,0,-2.4563847
ERWA $\epsilon$-greedy,epsilon,0,0.22748332
ERWA $\epsilon$-greedy,epsilon,0,0.9328097
ERWA $\epsilon$-greedy,epsilon,0,-0.033871442
ERWA $\epsilon$-greedy,epsilon,0,1.036766
ERWA $\epsilon$-greedy,epsilon,0,-1.718859
ERWA $\epsilon$-greedy,epsilon,0,4.0400186
ERWA $\epsilon$-greedy,epsilon,0,-1.289951
ERWA $\epsilon$-greedy,epsilon,0,1.4617606
ERWA $\epsilon$-greedy,epsilon,0,-0.78277737
ERWA $\epsilon$-greedy,epsilon,0,-1.0566493
ERWA $\epsilon$-greedy,epsilon,0,-0.20530605
ERWA $\epsilon$-greedy,epsilon,0,-0.8512766
ERWA $\epsilon$-greedy,epsilon,0,-0.6709547
ERWA $\epsilon$-greedy,epsilon,0,0.255765
ERWA $\epsilon$-greedy,epsilon,0,0.040238403
ERWA $\epsilon$-greedy,epsilon,0,-1.7907206
ERWA $\epsilon$-greedy,epsilon,0,0.7206317
ERWA $\epsilon$-greedy,epsilon,0,-1.4747647
ERWA $\epsilon$-greedy,epsilon,0,-1.5562539
ERWA $\epsilon$-greedy,epsilon,0,-0.63973093
ERWA $\epsilon$-greedy,epsilon,0,-1.7942389
ERWA $\epsilon$-greedy,epsilon,0,-1.2565169
ERWA $\epsilon$-greedy,epsilon,0,-0.831045
ERWA $\epsilon$-greedy,epsilon,0,0.5152745
ERWA $\epsilon$-greedy,epsilon,0,-0.5897147
ERWA $\epsilon$-greedy,epsilon,0,-0.2664904
ERWA $\epsilon$-greedy,epsilon,0,0.6063464
ERWA $\epsilon$-greedy,epsilon,0,-0.9395111
ERWA $\epsilon$-greedy,epsilon,0,-1.6052132
ERWA $\epsilon$-greedy,epsilon,0,-1.981284
ERWA $\epsilon$-greedy,epsilon,0,-0.95410556
ERWA $\epsilon$-greedy,epsilon,0,-1.9144266
ERWA $\epsilon$-greedy,epsilon,0,2.7490256
ERWA $\epsilon$-greedy,epsilon,0,1.4848667
ERWA $\epsilon$-greedy,epsilon,0,-0.5460157
ERWA $\epsilon$-greedy,epsilon,0,-0.29189295
ERWA $\epsilon$-greedy,epsilon,0,1.2501758
ERWA $\epsilon$-greedy,epsilon,0,-0.46826273
ERWA $\epsilon$-greedy,epsilon,0,0.34052953
ERWA $\epsilon$-greedy,epsilon,0,0.22940813
ERWA $\epsilon$-greedy,epsilon,0,-1.3205369
ERWA $\epsilon$-greedy,epsilon,0,-0.97084343
ERWA $\epsilon$-greedy,epsilon,0,0.65311986
ERWA $\epsilon$-greedy,epsilon,0,1.9642261
ERWA $\epsilon$-greedy,epsilon,0,-0.0111375
ERWA $\epsilon$-greedy,epsilon,0,-0.17027931
ERWA $\epsilon$-greedy,epsilon,0,0.29722247
ERWA $\epsilon$-greedy,epsilon,0,-1.2240046
ERWA $\epsilon$-greedy,epsilon,0,-0.6894018
ERWA $\epsilon$-greedy,epsilon,0,0.7657464
ERWA $\epsilon$-greedy,epsilon,0,0.35686782
ERWA $\epsilon$-greedy,epsilon,0,-2.4035573
ERWA $\epsilon$-greedy,epsilon,0,0.33104992
ERWA $\epsilon$-greedy,epsilon,0,1.3337928
ERWA $\epsilon$-greedy,epsilon,0,-0.048505116
ERWA $\epsilon$-greedy,epsilon,0,0.5878011
ERWA $\epsilon$-greedy,epsilon,0,0.0043049315
ERWA $\epsilon$-greedy,epsilon,0,0.9242415
ERWA $\epsilon$-greedy,epsilon,0,-1.80725
ERWA $\epsilon$-greedy,epsilon,0,0.19897301
ERWA $\epsilon$-greedy,epsilon,0,-0.00233083
ERWA $\epsilon$-greedy,epsilon,0,-0.5214107
ERWA $\epsilon$-greedy,epsilon,0,-0.31588134
ERWA $\epsilon$-greedy,epsilon,0,-0.5937719
ERWA $\epsilon$-greedy,epsilon,0,1.0676359
ERWA $\epsilon$-greedy,epsilon,0,-0.7745572
ERWA $\epsilon$-greedy,epsilon,0,3.4859357
ERWA $\epsilon$-greedy,epsilon,0,-0.21110572
ERWA $\epsilon$-greedy,epsilon,0,0.8847956
ERWA $\epsilon$-greedy,epsilon,0,-1.5131001
ERWA $\epsilon$-greedy,epsilon,0,-0.30413723
ERWA $\epsilon$-greedy,epsilon,0,-0.41399625
ERWA $\epsilon$-greedy,epsilon,0,-1.3393725
ERWA $\epsilon$-greedy,epsilon,0,-0.41525704
ERWA $\epsilon$-greedy,epsilon,0,-0.8676972
ERWA $\epsilon$-greedy,epsilon,0,-1.2810701
ERWA $\epsilon$-greedy,epsilon,0,1.47412
ERWA $\epsilon$-greedy,epsilon,0,-0.7344806
ERWA $\epsilon$-greedy,epsilon,0,-0.097111866
ERWA $\epsilon$-greedy,epsilon,0,0.86064905
ERWA $\epsilon$-greedy,epsilon,0,1.3307178
ERWA $\epsilon$-greedy,epsilon,0,1.9815
ERWA $\epsilon$-greedy,epsilon,0,-2.0472252
ERWA $\epsilon$-greedy,epsilon,0,0.9051317
ERWA $\epsilon$-greedy,epsilon,0,0.06985704
ERWA $\epsilon$-greedy,epsilon,0,-1.0355532
ERWA $\epsilon$-greedy,epsilon,0,-0.895398
ERWA $\epsilon$-greedy,epsilon,0,0.068093516
ERWA $\epsilon$-greedy,epsilon,0,-0.7950595
ERWA $\epsilon$-greedy,epsilon,0,0.8979802
ERWA $\epsilon$-greedy,epsilon,0,-1.6301819
ERWA $\epsilon$-greedy,epsilon,0,0.46423954
ERWA $\epsilon$-greedy,epsilon,0,-1.3896725
ERWA $\epsilon$-greedy,epsilon,0,0.4277139
ERWA $\epsilon$-greedy,epsilon,0,1.8418422
ERWA $\epsilon$-greedy,epsilon,0,1.7305385
ERWA $\epsilon$-greedy,epsilon,0,-0.23415336
ERWA $\epsilon$-greedy,epsilon,0,0.8172807
ERWA $\epsilon$-greedy,epsilon,0,0.87293166
ERWA $\epsilon$-greedy,epsilon,0,-0.43897626
ERWA $\epsilon$-greedy,epsilon,0,0.3734015
ERWA $\epsilon$-greedy,epsilon,0,0.0809809
ERWA $\epsilon$-greedy,epsilon,0,0.37786913
ERWA $\epsilon$-greedy,epsilon,0,-0.27028292
ERWA $\epsilon$-greedy,epsilon,0,1.3036
ERWA $\epsilon$-greedy,epsilon,0,-0.25939554
ERWA $\epsilon$-greedy,epsilon,0,0.12630165
ERWA $\epsilon$-greedy,epsilon,0,-1.5677886
ERWA $\epsilon$-greedy,epsilon,0,0.64428467
ERWA $\epsilon$-greedy,epsilon,0,0.30531982
ERWA $\epsilon$-greedy,epsilon,0,0.41754392
ERWA $\epsilon$-greedy,epsilon,0,1.2479922
ERWA $\epsilon$-greedy,epsilon,0,2.5661454
ERWA $\epsilon$-greedy,epsilon,0,0.25015914
ERWA $\epsilon$-greedy,epsilon,0,-1.2792472
ERWA $\epsilon$-greedy,epsilon,0,0.9773793
ERWA $\epsilon$-greedy,epsilon,0,-1.9011078
ERWA $\epsilon$-greedy,epsilon,0,-0.95467514
ERWA $\epsilon$-greedy,epsilon,0,-0.89169264
ERWA $\epsilon$-greedy,epsilon,0,0.16498117
ERWA $\epsilon$-greedy,epsilon,0,-0.5252598
ERWA $\epsilon$-greedy,epsilon,0,-0.48269907
ERWA $\epsilon$-greedy,epsilon,0,-0.437285
ERWA $\epsilon$-greedy,epsilon,0,-0.47333214
ERWA $\epsilon$-greedy,epsilon,0,0.26163554
ERWA $\epsilon$-greedy,epsilon,0,-0.8064677
ERWA $\epsilon$-greedy,epsilon,0,0.7333145
ERWA $\epsilon$-greedy,epsilon,0,2.0764713
ERWA $\epsilon$-greedy,epsilon,0,-0.47813147
ERWA $\epsilon$-greedy,epsilon,0,-0.35966223
ERWA $\epsilon$-greedy,epsilon,0,1.0698304
ERWA $\epsilon$-greedy,epsilon,0,0.36756513
ERWA $\epsilon$-greedy,epsilon,0,0.19450875
ERWA $\epsilon$-greedy,epsilon,0,1.6828334
ERWA $\epsilon$-greedy,epsilon,0,0.370216
ERWA $\epsilon$-greedy,epsilon,0,1.4016765
ERWA $\epsilon$-greedy,epsilon,0,0.13604385
ERWA $\epsilon$-greedy,epsilon,0,0.77651274
ERWA $\epsilon$-greedy,epsilon,0,-1.1407214
ERWA $\epsilon$-greedy,epsilon,0,0.3329162
ERWA $\epsilon$-greedy,epsilon,0,1.3282926
ERWA $\epsilon$-greedy,epsilon,0,-1.1148345
ERWA $\epsilon$-greedy,epsilon,0,-0.07578898
ERWA $\epsilon$-greedy,epsilon,0,-0.86565775
ERWA $\epsilon$-greedy,epsilon,0,1.2349513
ERWA $\epsilon$-greedy,epsilon,0,-0.91319346
ERWA $\epsilon$-greedy,epsilon,0,2.3514073
ERWA $\epsilon$-greedy,epsilon,0,-0.42927518
ERWA $\epsilon$-greedy,epsilon,0,1.1803396
ERWA $\epsilon$-greedy,epsilon,0,-0.0486426
ERWA $\epsilon$-greedy,epsilon,0,-0.12978618
ERWA $\epsilon$-greedy,epsilon,0,-1.8441175
ERWA $\epsilon$-greedy,epsilon,0,-0.61072904
ERWA $\epsilon$-greedy,epsilon,0,1.5303372
ERWA $\epsilon$-greedy,epsilon,0,0.95139617
ERWA $\epsilon$-greedy,epsilon,0,1.0590038
ERWA $\epsilon$-greedy,epsilon,0,-0.087302126
ERWA $\epsilon$-greedy,epsilon,0,-0.69194704
ERWA $\epsilon$-greedy,epsilon,0,0.053310487
ERWA $\epsilon$-greedy,epsilon,0,-1.3267897
ERWA $\epsilon$-greedy,epsilon,0,-1.9687632
ERWA $\epsilon$-greedy,epsilon,0,0.30708528
ERWA $\epsilon$-greedy,epsilon,0,-0.41792238
ERWA $\epsilon$-greedy,epsilon,0,-1.978071
ERWA $\epsilon$-greedy,epsilon,0,2.1776505
ERWA $\epsilon$-greedy,epsilon,0,1.8982928
ERWA $\epsilon$-greedy,epsilon,0,0.012934751
ERWA $\epsilon$-greedy,epsilon,0,-0.26060337
ERWA $\epsilon$-greedy,epsilon,0,-1.1839377
ERWA $\epsilon$-greedy,epsilon,0,0.32762784
ERWA $\epsilon$-greedy,epsilon,0,1.1622344
ERWA $\epsilon$-greedy,epsilon,0,1.9000643
ERWA $\epsilon$-greedy,epsilon,0,0.8779742
ERWA $\epsilon$-greedy,epsilon,0,1.9508902
ERWA $\epsilon$-greedy,epsilon,0,1.7513161
ERWA $\epsilon$-greedy,epsilon,0,-1.5238291
ERWA $\epsilon$-greedy,epsilon,0,0.9802296
ERWA $\epsilon$-greedy,epsilon,0,0.17509696
ERWA $\epsilon$-greedy,epsilon,0,-0.9612414
ERWA $\epsilon$-greedy,epsilon,0,0.74363196
ERWA $\epsilon$-greedy,epsilon,0,-1.1808975
ERWA $\epsilon$-greedy,epsilon,0,0.30687138
ERWA $\epsilon$-greedy,epsilon,0,0.7544795
ERWA $\epsilon$-greedy,epsilon,0,-1.0855138
ERWA $\epsilon$-greedy,epsilon,0,0.8604112
ERWA $\epsilon$-greedy,epsilon,0,-0.82755953
ERWA $\epsilon$-greedy,epsilon,0,1.405804
ERWA $\epsilon$-greedy,epsilon,0,-0.6184721
ERWA $\epsilon$-greedy,epsilon,0,0.2623613
ERWA $\epsilon$-greedy,epsilon,0,1.5686791
ERWA $\epsilon$-greedy,epsilon,0,-0.068229236
ERWA $\epsilon$-greedy,epsilon,0,-1.0783858
ERWA $\epsilon$-greedy,epsilon,0,0.55817056
ERWA $\epsilon$-greedy,epsilon,0,0.91162086
ERWA $\epsilon$-greedy,epsilon,0,-1.308282
ERWA $\epsilon$-greedy,epsilon,0,-0.3945032
ERWA $\epsilon$-greedy,epsilon,0,-1.9234066
ERWA $\epsilon$-greedy,epsilon,0,2.2487388
ERWA $\epsilon$-greedy,epsilon,0,0.048346486
ERWA $\epsilon$-greedy,epsilon,0,-0.12804668
ERWA $\epsilon$-greedy,epsilon,0,-0.8938923
ERWA $\epsilon$-greedy,epsilon,0,0.30184406
ERWA $\epsilon$-greedy,epsilon,0,0.0215388
ERWA $\epsilon$-greedy,epsilon,0,-1.6645409
ERWA $\epsilon$-greedy,epsilon,0,-0.9827977
ERWA $\epsilon$-greedy,epsilon,0,-0.48072925
ERWA $\epsilon$-greedy,epsilon,0,-0.9266016
ERWA $\epsilon$-greedy,epsilon,0,-0.14323014
ERWA $\epsilon$-greedy,epsilon,0,0.21096684
ERWA $\epsilon$-greedy,epsilon,0,-0.63869655
ERWA $\epsilon$-greedy,epsilon,0,-1.0375738
ERWA $\epsilon$-greedy,epsilon,0,2.9626524
ERWA $\epsilon$-greedy,epsilon,0,0.95505106
ERWA $\epsilon$-greedy,epsilon,0,-0.56951815
ERWA $\epsilon$-greedy,epsilon,0,0.06837796
ERWA $\epsilon$-greedy,epsilon,0,-1.5364304
ERWA $\epsilon$-greedy,epsilon,0,0.68247485
ERWA $\epsilon$-greedy,epsilon,0,-0.9929883
ERWA $\epsilon$-greedy,epsilon,0,0.24153315
ERWA $\epsilon$-greedy,epsilon,0,-1.7431265
ERWA $\epsilon$-greedy,epsilon,0,-1.0112392
ERWA $\epsilon$-greedy,epsilon,0,-1.3329234
ERWA $\epsilon$-greedy,epsilon,0,-1.027183
ERWA $\epsilon$-greedy,epsilon,0,0.14202389
ERWA $\epsilon$-greedy,epsilon,0,-3.1111815
ERWA $\epsilon$-greedy,epsilon,0,1.4497678
ERWA $\epsilon$-greedy,epsilon,0,0.163736
ERWA $\epsilon$-greedy,epsilon,0,-3.8704886
ERWA $\epsilon$-greedy,epsilon,0,-1.7312375
ERWA $\epsilon$-greedy,epsilon,0,1.1084236
ERWA $\epsilon$-greedy,epsilon,0,-2.2296565
ERWA $\epsilon$-greedy,epsilon,0,0.78552353
ERWA $\epsilon$-greedy,epsilon,0,1.7453331
ERWA $\epsilon$-greedy,epsilon,0,-1.603081
ERWA $\epsilon$-greedy,epsilon,0,-0.32780048
ERWA $\epsilon$-greedy,epsilon,0,0.0036180706
ERWA $\epsilon$-greedy,epsilon,0,1.7766382
ERWA $\epsilon$-greedy,epsilon,0,1.410043
ERWA $\epsilon$-greedy,epsilon,0,-0.7993328
